,Date,Description,InternationTransactionAmount,Category,Amount,TransactionUserName,TransactionType,IsoCurrency,Locality,City,State,Country
163,2019-01-27,NIMITAYA HOTEL & RESORTS GURGAON,0,CAFE COMPANY,2421.0,1,DOMESTIC,INR,RAJIV NAGAR,GURUGRAM,HARYANA,INDIA
164,2019-01-27,DUNKIN DONUTS          GURGAON,0,COFFEEHOUSE COMPANY,281.0,1,DOMESTIC,INR,SECTOR 29,GURUGRAM,HARYANA,INDIA
165,2019-01-28,PHOTO SYSTEM BY KISHOR GURGAON,0,CAFE COMPANY,400.0,1,DOMESTIC,INR,ORCHID PETALS,GURUGRAM,HARYANA,INDIA
166,2019-01-29,LIFE STYLE INTL PVT LT   GURGAON,0,CAFE COMPANY,699.0,1,DOMESTIC,INR,SECTOR 37B,GURUGRAM,HARYANA,INDIA
167,2019-01-31,BIKANERVALA            GURGAON,0,EVENT,79.0,1,DOMESTIC,INR,SECTOR 29,GURUGRAM,HARYANA,INDIA
168,2019-01-31,BIKANERVALA            GURGAON,0,EVENT,467.0,1,DOMESTIC,INR,SECTOR 29,GURUGRAM,HARYANA,INDIA
169,2019-01-31,LAKE FOREST WINEGURGAON,0,CITY IN CALIFORNIA,3100.0,0,DOMESTIC,INR,HERITAGE CITY,GURUGRAM,HARYANA,INDIA
170,2019-01-02,CUT AND STYLE          GURGAON,0,OCCUPATION,1820.0,1,DOMESTIC,INR,SECTOR 4,GURUGRAM,HARYANA,INDIA
171,2019-01-02,S AND S BEAUTY CAREGURGAON,0,RETAIL COMPANY,330.0,0,DOMESTIC,INR,MOUNT VERNON,ALEXANDRIA,VIRGINIA,UNITED STATES
172,2019-01-02,MAKEMYTRIP INDIA PVT LTNEW DELHI,0,COMPANY,48635.0,0,DOMESTIC,INR,BLOCK 11,NEW DELHI,DELHI,INDIA
173,2019-01-02,KFC SEC 47 SOHNA ROAD GGURGAON,0,FAST FOOD RESTAURANT COMPANY,265.0,0,DOMESTIC,INR,D1 BLOCK,GURUGRAM,HARYANA,INDIA
174,2019-01-02,CARNIVAL FILMS PVT LTDGURGAON,0,CINEMA COMPANY,2000.0,0,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
175,2019-01-02,MAKEMYTRIP INDIA PVT LTNEW DELHI,0,COMPANY,57215.0,0,DOMESTIC,INR,BLOCK 11,NEW DELHI,DELHI,INDIA
176,2019-02-02,SHOPPERS STOP LTD      GURGAON,0,DEPARTMENT STORE COMPANY,3521.0,1,DOMESTIC,INR,HERITAGE CITY,GURUGRAM,HARYANA,INDIA
177,2019-02-02,SRI RAM MEDICO           GURGAON,0,POEM BY TULSIDAS,2530.0,1,DOMESTIC,INR,SECTOR 14,GURUGRAM,HARYANA,INDIA
178,2019-02-02,NIMITAYA HOTEL & RESORTS GURGAON,0,CAFE COMPANY,704.46,0,DOMESTIC,INR,RAJIV NAGAR,GURUGRAM,HARYANA,INDIA
179,2019-02-02,PHD RAHEJA MALL        GURGAON,0,INDIAN RESEARCHER,418.0,1,DOMESTIC,INR,D1 BLOCK,GURUGRAM,HARYANA,INDIA
180,2019-02-02,CARNIVAL FILMS PVT LTDGURGAON,0,CINEMA COMPANY,200.0,0,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
181,2019-02-02,CAFE COFFEE DAYILD TRADE,0,CAFE COMPANY,147.0,0,DOMESTIC,INR,SOHNA ROAD,GURUGRAM,HARYANA,INDIA
182,2019-03-02,RAZ*PIZZA HUT,0,FOOD,438.9,0,DOMESTIC,INR,INR,GURUGRAM,HARYANA,INDIA
183,2019-03-02,ESSENTIALS ENTERPRISES GURGAON,0,VIDEO GAME,668.0,1,DOMESTIC,INR,BLOCK S,GURUGRAM,HARYANA,INDIA
184,2019-04-02,SHOPPERS STOP LTD      GURGAON,0,DEPARTMENT STORE COMPANY,913.5,1,DOMESTIC,INR,HERITAGE CITY,GURUGRAM,HARYANA,INDIA
185,2019-04-02,BIKANERVALA            GURGAON,0,EVENT,120.0,1,DOMESTIC,INR,SECTOR 29,GURUGRAM,HARYANA,INDIA
186,2019-04-02,BIKANERVALA            GURGAON,0,EVENT,322.0,1,DOMESTIC,INR,SECTOR 29,GURUGRAM,HARYANA,INDIA
187,2019-05-02,ANGEL PHARMACY           GURGAON,0,CANADIAN MODEL,584.0,1,DOMESTIC,INR,BLOCK S,GURUGRAM,HARYANA,INDIA
188,2019-06-02,FEETOES                GURGAON,0,CAFE COMPANY,1945.0,1,DOMESTIC,INR,POCKET H,GURUGRAM,HARYANA,INDIA
189,2019-06-02,CUT AND STYLE          GURGAON,0,OCCUPATION,100.0,1,DOMESTIC,INR,SECTOR 4,GURUGRAM,HARYANA,INDIA
190,2019-06-02,CUT AND STYLE          GURGAON,0,OCCUPATION,590.0,1,DOMESTIC,INR,SECTOR 4,GURUGRAM,HARYANA,INDIA
191,2019-07-02,PANTALOONS P206          GURGAON,0,CLOTHING RETAIL COMPANY,2128.3,1,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
192,2019-07-02,DNA PHARMACY           GURUGRAM,0,CAFE COMPANY,499.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
193,2019-07-02,DECATHLON SPORTS INDIA GURGAON,0,RETAIL COMPANY,1074.0,1,DOMESTIC,INR,SECTOR 29,GURUGRAM,HARYANA,INDIA
194,2019-07-02,JET AIRWAYS INDIA LTD  MUMBAI,0,INTERNATIONAL AIRLINE,2000.0,0,DOMESTIC,INR,ASHOK NAGAR,MUMBAI,MAHARASHTRA,INDIA
195,2019-07-02,JET AIRWAYS INDIA LTD  MUMBAI,0,INTERNATIONAL AIRLINE,1298.0,0,DOMESTIC,INR,ASHOK NAGAR,MUMBAI,MAHARASHTRA,INDIA
196,2019-08-02,CARLTON CITY HTL SPORE   SINGAPORESGD,669.74,PRIVATE CLUB,35315.9,0,INTERNATIONAL,SGD,OUTRAM,SINGAPORE,HARYANA,SINGAPORE
197,2019-08-02,COMFORT/CITYCAB TAXI     SINGAPORESGD,31.83,CAFE COMPANY,1678.42,0,INTERNATIONAL,SGD,BISHAN,SINGAPORE,HARYANA,SINGAPORE
198,2019-09-02,IGST-VPS1904191089823-RATE 18.0 -06 (REF# VT190410069013710000178),0,CAFE COMPANY,1.04,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
199,2019-09-02,IGST-VPS1904191089821-RATE 18.0 -06 (REF# VT190410069013610000127),0,CAFE COMPANY,6.04,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
200,2019-09-02,IGST-VPS1904191089819-RATE 18.0 -06 (REF# VT190410069013610000071),0,CAFE COMPANY,127.14,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
201,2019-09-02,WATSON'S                 SINGAPORESGD,183.95,RETAIL COMPANY,9699.82,0,INTERNATIONAL,SGD,JURONG EAST,SINGAPORE,HARYANA,SINGAPORE
202,2019-09-02,PIZZERIA L'OPERETTA      SINGAPORESGD,63.56,CAFE COMPANY,3351.57,0,INTERNATIONAL,SGD,DOWNTOWN CORE,SINGAPORE,HARYANA,SINGAPORE
203,2019-09-02,WATSON'S                 SINGAPORESGD,1.95,RETAIL COMPANY,102.82,0,INTERNATIONAL,SGD,JURONG EAST,SINGAPORE,HARYANA,SINGAPORE
204,2019-10-02,INT'L CRUISE             SINGAPORESGD,105,COMPANY,5536.73,0,INTERNATIONAL,SGD,DOWNTOWN CORE,SINGAPORE,HARYANA,SINGAPORE
205,2019-10-02,CARLTON CITY HTL SPORE   SINGAPORESGD,84.7,PRIVATE CLUB,4457.62,0,INTERNATIONAL,SGD,OUTRAM,SINGAPORE,HARYANA,SINGAPORE
206,2019-10-02,IGST-VPS1904291494481-RATE 18.0 -06 (REF# VT190420069013340000048),0,CAFE COMPANY,0.37,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
207,2019-10-02,IGST-VPS1904291494479-RATE 18.0 -06 (REF# VT190420069013340000047),0,CAFE COMPANY,34.92,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
208,2019-10-02,IGST-VPS1904291494483-RATE 18.0 -06 (REF# VT190420069014290000038),0,CAFE COMPANY,19.93,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
209,2019-11-02,IGST-VPS1904393998983-RATE 18.0 -06 (REF# VT190430069018290000035),0,CAFE COMPANY,31.65,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
210,2019-11-02,IGST-VPS1904393998981-RATE 18.0 -06 (REF# VT190430069018110000127),0,CAFE COMPANY,12.07,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
211,2019-12-02,CONSOLIDATED FCY MARKUP FEE (REF# VT190440069013760000192),0,HEAVY BOMBER,1333.81,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
212,2019-12-02,FINANCE CHARGES (REF# 19999999980212999918180),0,FIELD OF STUDY,22.82,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
213,2020-01-14,ISHWAR JI GAJAK WALE     JAIPUR,0,INDIAN ACTRESS,1975.0,0,DOMESTIC,INR,NEMI NAGAR EXTENSION,JAIPUR,RAJASTHAN,INDIA
214,2020-01-14,THE ROOMGURGAON,0,CAFE COMPANY,50.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
215,2020-01-14,LAKE FOREST WINESGURGAON,0,CITY IN CALIFORNIA,12650.0,1,DOMESTIC,INR,HERITAGE CITY,GURUGRAM,HARYANA,INDIA
216,2020-01-14,HILTON GARDEN INN GURGGURGAON,0,HOTEL BRAND,1105.83,1,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
217,2020-01-14,THE ROOMGURGAON,0,CAFE COMPANY,389.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
218,2020-01-15,THE ROOMGURGAON,0,CAFE COMPANY,93.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
219,2020-01-16,HALDIRAMGURGAON,0,CAFE COMPANY,380.0,1,DOMESTIC,INR,SARASWATI VIHAR,GURUGRAM,HARYANA,INDIA
220,2020-01-16,TANGLES SALONGURGAON,0,ALGAE,744.0,1,DOMESTIC,INR,SOUTH CITY I,GURUGRAM,HARYANA,INDIA
221,2020-01-16,UBER                   GURGAON,0,ONLINE FOOD ORDERING COMPANY,1.0,0,DOMESTIC,INR,ACHARYA PURI EXTENSION,GURUGRAM,HARYANA,INDIA
222,2020-01-16,UBER                   GURGAON,0,ONLINE FOOD ORDERING COMPANY,1.0,0,DOMESTIC,INR,ACHARYA PURI EXTENSION,GURUGRAM,HARYANA,INDIA
223,2020-01-16,PLANET NEEDSGURGAON,0,CAFE COMPANY,1145.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
224,2020-01-16,SURYA AND COMPANYGURGAON,0,FEDERAL AGENCY,860.0,1,DOMESTIC,INR,SOUTH CITY II,GURUGRAM,HARYANA,INDIA
225,2020-01-17,HILTON GARDEN INN GURGGURGAON,0,HOTEL BRAND,442.33,2,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
226,2020-01-18,PETRO SURCHARGE WAIVER,0,CORPORATION,20.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
227,2020-01-18,MOHALI SERVICE STATION MOHALI,0,CAFE COMPANY,2020.0,1,DOMESTIC,INR,PHASE 9,CHANDIGARH,PUNJAB,INDIA
228,2020-01-18,LIFE STYLE INTERNATIONAMOHALI,0,CAFE COMPANY,3093.0,1,DOMESTIC,INR,CHANDIGARH,SAHIBZADA AJIT SINGH NAGAR,PUNJAB,INDIA
229,2020-01-18,THE ROOMGURGAON,0,CAFE COMPANY,1516.0,2,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
230,2020-01-18,THE ROOMGURGAON,0,CAFE COMPANY,144.0,2,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
231,2020-01-18,CAFE COFFEE DAYNORTH COUN,0,CAFE COMPANY,436.0,1,DOMESTIC,INR,FLUSHING,GURUGRAM,NEW YORK,UNITED STATES
232,2020-01-18,CAFE COFFEE DAYNORTH COUN,0,CAFE COMPANY,120.0,1,DOMESTIC,INR,FLUSHING,GURUGRAM,NEW YORK,UNITED STATES
233,2020-01-18,KETTO                    MUMBAI,0,CAFE COMPANY,5000.0,0,DOMESTIC,INR,VEERA DESAI INDUSTRIAL ESTATE,MUMBAI,MAHARASHTRA,INDIA
234,2020-01-19,PVR LIMITED            NOIDA,0,ENTERTAINMENT COMPANY,250.88,0,DOMESTIC,INR,TUGALPUR VILLAGE,GREATER NOIDA,UTTAR PRADESH,INDIA
235,2020-01-19,THE ROOMGURGAON,0,CAFE COMPANY,50.0,2,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
236,2020-01-19,THE ROOMGURGAON,0,CAFE COMPANY,50.0,2,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
237,2020-01-20,SANWARIA SWEETS PVT LTDJAIPUR,0,COMPANY,4967.0,2,DOMESTIC,INR,SITAPURA INDUSTRIAL AREA,JAIPUR,RAJASTHAN,INDIA
238,2020-01-20,PINKCITY BUILDHOME PVTJAIPUR,0,CAFE COMPANY,1250.0,2,DOMESTIC,INR,PINK CITY,JAIPUR,RAJASTHAN,INDIA
239,2020-01-20,JASWANT JEWELLERSKHANNA,0,CITY IN INDIA,120000.0,1,DOMESTIC,INR,AHLUWALIA MOHALLA,KHANNA,PUNJAB,INDIA
240,2020-01-21,CAFE COFFEE DAYALANKAR PL,0,CAFE COMPANY,140.0,2,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
241,2020-01-21,HILTON GARDEN INN GURGGURGAON,0,HOTEL BRAND,442.33,1,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
242,2020-01-21,PLANET NEEDSGURGAON,0,CAFE COMPANY,180.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
243,2020-01-22,MC DONALDS             MUMBAI,0,FAST FOOD COMPANY,386.01,2,DOMESTIC,INR,HAJI ALI,MUMBAI,MAHARASHTRA,INDIA
244,2020-01-22,GOLDEN CHARIOT HOSPITAL  MUMBAI,0,DOG BREED,1611.0,2,DOMESTIC,INR,BAMANPURI,MUMBAI,MAHARASHTRA,INDIA
245,2020-01-23,SAMSUNG GALAXY         JAIPUR,0,MOBILE PHONE,800.0,2,DOMESTIC,INR,VISHWAKARMA INDUSTRIAL AREA,JAIPUR,RAJASTHAN,INDIA
246,2020-01-23,TBA JEWELS PVT LTDNEW DELHI,0,CITY IN ALGERIA,5632.0,1,DOMESTIC,INR,KHAN MARKET,NEW DELHI,DELHI,INDIA
247,2020-01-23,HALDIRAMDELHI,0,CAFE COMPANY,200.0,1,DOMESTIC,INR,BLOCK H,NEW DELHI,DELHI,INDIA
248,2020-01-23,UBER INR                 MUMBAI,0,ONLINE FOOD ORDERING COMPANY,94.11,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
249,2020-01-23,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,67.84,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
250,2020-01-23,MARKS AND SPENCER RELIANEW DELHI,0,RETAIL COMPANY,2249.0,1,DOMESTIC,INR,SOUTH WEST DELHI,NEW DELHI,DELHI,INDIA
251,2020-01-23,MARKS AND SPENCER RELIANEW DELHI,0,RETAIL COMPANY,990.0,1,DOMESTIC,INR,SOUTH WEST DELHI,NEW DELHI,DELHI,INDIA
252,2020-01-23,CAFE COFFEE DAY          ALANKAR PL,0,CAFE COMPANY,140.0,2,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
253,2020-01-23,MSW*SHREE GURUKRIPA AS   JAIPUR,0,CAFE COMPANY,950.0,2,DOMESTIC,INR,JAIPUR,JAIPUR,RAJASTHAN,INDIA
254,2020-01-23,CAFE COFFEE DAY          ALANKAR PL,0,CAFE COMPANY,449.0,2,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
255,2020-01-24,INOX JAIPUR SPACE        JAIPUR,0,CAFE COMPANY,650.0,2,DOMESTIC,INR,BANI PARK,JAIPUR,RAJASTHAN,INDIA
256,2020-01-24,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,20.0,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
257,2020-01-25,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,1907.3,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
258,2020-01-25,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,712.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
259,2020-01-25,COTTON CURIOJAIPUR,0,CAFE COMPANY,697.0,1,DOMESTIC,INR,MADRAMPUR,JAIPUR,RAJASTHAN,INDIA
260,2020-01-25,PAY*1589 COREJAIPUR,0,E-COMMERCE COMPANY,260.0,1,DOMESTIC,INR,JAIPUR,JAIPUR,RAJASTHAN,INDIA
261,2020-01-25,INFINITY HONDAGURGAON,0,CAFE COMPANY,14329.0,1,DOMESTIC,INR,TATVAM VILLAS,GURUGRAM,HARYANA,INDIA
262,2020-01-25,SHREE RAM FLOWERS        JAIPUR,0,INDIAN ACTRESS,500.0,2,DOMESTIC,INR,GEEJGARH VIHAR COLONY,JAIPUR,RAJASTHAN,INDIA
263,2020-01-26,THE ROOMGURGAON,0,CAFE COMPANY,63.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
264,2020-01-26,PLANET NEEDSGURGAON,0,CAFE COMPANY,1414.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
265,2020-01-26,PLANET NEEDSGURGAON,0,CAFE COMPANY,480.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
266,2020-01-26,HILTON                 JAIPUR,0,HOSPITALITY COMPANY,12459.66,2,DOMESTIC,INR,HAWA SADAK,JAIPUR,RAJASTHAN,INDIA
267,2020-01-26,THE ROOMGURGAON,0,CAFE COMPANY,284.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
268,2020-01-27,HILTON GARDEN INN GURGGURGAON,0,HOTEL BRAND,1270.62,1,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
269,2020-01-27,HILTON GARDEN INN GURG   GURGAON,0,HOTEL BRAND,442.33,2,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
270,2020-01-28,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,137.87,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
271,2020-01-28,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,881.59,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
272,2020-01-28,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,124.87,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
273,2020-01-28,WWW OLACABS COMGURGAON,0,RIDESHARING COMPANY,150.0,0,DOMESTIC,INR,DUNDAHERA VILLAGE,GURUGRAM,HARYANA,INDIA
274,2020-01-28,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,115.63,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
275,2020-01-28,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,33.3,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
276,2020-01-28,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,347.16,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
277,2020-01-29,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,1130.32,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
278,2020-01-29,PLANET NEEDSGURGAON,0,CAFE COMPANY,827.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
279,2020-01-29,HILTON GARDEN INN GURGGURGAON,0,HOTEL BRAND,663.5,1,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
280,2020-01-30,PAYTMNOIDA,0,CAFE COMPANY,5000.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
281,2020-01-30,PAYTMNOIDA,0,CAFE COMPANY,5000.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
282,2020-01-30,TATA STARBUCKS LIMITED GURUGRAM,0,COMPANY,5000.0,2,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
283,2020-01-30,NETBANKING TRANSFER (REF# 00000000000130008006905),0,CAFE COMPANY,211428.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
284,2020-01-30,PLANET NEEDSGURGAON,0,CAFE COMPANY,606.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
285,2020-01-31,HILTON GARDEN INN GURG   GURGAON,0,HOTEL BRAND,442.33,2,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
286,2020-01-31,INDRPRSTHAGAS BILLDESK MUMBAI,0,CAFE COMPANY,2850.62,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
287,2020-01-31,THE ROOM               GURGAON,0,VIDEO GAME,50.0,2,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
288,2020-01-31,SINDHI NAMKEEN AND DRY GURUGRAM,0,ETHNO-LINGUISTIC GROUP,1320.0,1,DOMESTIC,INR,BLOCK E,GURUGRAM,HARYANA,INDIA
289,2020-01-31,TANGLES SALONGURGAON,0,ALGAE,2450.0,1,DOMESTIC,INR,SOUTH CITY I,GURUGRAM,HARYANA,INDIA
290,2020-01-02,NEW U 29GURGAON,0,CITY IN NEW YORK,550.0,1,DOMESTIC,INR,DLF PHASE 2,GURUGRAM,HARYANA,INDIA
291,2020-01-02,NEW U 29GURGAON,0,CITY IN NEW YORK,650.0,1,DOMESTIC,INR,DLF PHASE 2,GURUGRAM,HARYANA,INDIA
292,2020-01-02,CUT AND STYLEGURGAON,0,OCCUPATION,531.0,1,DOMESTIC,INR,SECTOR 4,GURUGRAM,HARYANA,INDIA
293,2020-02-02,NAIL SPA TRAINERS AND DGURGAON,0,CAFE COMPANY,2500.0,1,DOMESTIC,INR,NEW COLONY,GURUGRAM,HARYANA,INDIA
294,2020-02-02,HILTON GARDEN INN GURG   GURGAON,0,HOTEL BRAND,442.33,2,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
295,2020-02-02,LE MARCHEGURGAON,0,CAFE COMPANY,183.75,1,DOMESTIC,INR,DLF PHASE 5,GURUGRAM,HARYANA,INDIA
296,2020-02-02,INNOVATIVE FURNITUREDELHI,0,CAFE COMPANY,2000.0,1,DOMESTIC,INR,OLD DELHI,NEW DELHI,DELHI,INDIA
297,2020-02-02,FEETOESGURGAON,0,CAFE COMPANY,945.0,1,DOMESTIC,INR,POCKET H,GURUGRAM,HARYANA,INDIA
298,2020-02-02,LE MARCHEGURGAON,0,CAFE COMPANY,1588.66,1,DOMESTIC,INR,DLF PHASE 5,GURUGRAM,HARYANA,INDIA
299,2020-03-02,RIGHT CHEMISTGURGAON,0,CAFE COMPANY,1257.0,1,DOMESTIC,INR,SECTOR 49,GURUGRAM,HARYANA,INDIA
300,2020-03-02,KUNAIC MANDI MARTGURGAON,0,CAFE COMPANY,1627.0,1,DOMESTIC,INR,SOUTH CITY II,GURUGRAM,HARYANA,INDIA
301,2020-03-02,KPD HOSPITALITY PRIVATE  GURGAON,0,POLITICAL PARTY,599.0,1,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
302,2020-03-02,RIGHT CHEMISTGURGAON,0,CAFE COMPANY,200.0,1,DOMESTIC,INR,SECTOR 49,GURUGRAM,HARYANA,INDIA
303,2020-03-02,IMPERIAL RESTAURANT    BANGALORE,0,CAFE COMPANY,158.0,2,DOMESTIC,INR,VAIKUNTAM LAYOUT,BENGALURU,KARNATAKA,INDIA
304,2020-03-02,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,7.52,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
305,2020-03-02,ZEN CRUISES PRIVATE LIHTTP://JAL,0,AMERICAN ACTRESS,63720.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
306,2020-04-02,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,999.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
307,2020-04-02,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,397.62,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
308,2020-04-02,THE ROOMGURGAON,0,CAFE COMPANY,219.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
309,2020-04-02,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,1068.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
310,2020-05-02,PAYTMNOIDA,0,CAFE COMPANY,1500.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
311,2020-05-02,BINGEGURUGRAM,0,CAFE COMPANY,170.0,1,DOMESTIC,INR,BLOCK A,GURUGRAM,HARYANA,INDIA
312,2020-05-02,ARCHIES LIMITEDGURGAON,0,COMPANY,1534.0,1,DOMESTIC,INR,SECTOR 4,GURUGRAM,HARYANA,INDIA
313,2020-05-02,KAYA SKIN CLINICGURGAON,0,CORPORATION,1250.0,1,DOMESTIC,INR,GALLERIA MARKET,GURUGRAM,HARYANA,INDIA
314,2020-05-02,HILTON GARDEN INN GURGGURGAON,0,HOTEL BRAND,442.33,1,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
315,2020-06-02,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,380.7,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
316,2020-06-02,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,1110.32,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
317,2020-07-02,ENRICH HAIR & SKIN SOLUTIMUMBAI,0,PASTA,945.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
318,2020-07-02,UBER INRMUMBAI,0,ONLINE FOOD ORDERING COMPANY,373.81,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
319,2020-07-02,MSW*JALESH CRUISES MAU   MUMBAI,0,CAFE COMPANY,20000.0,2,DOMESTIC,INR,BALLARD ESTATE,MUMBAI,MAHARASHTRA,INDIA
